"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun May 24 00:16:27 EEST 2026","Sun May 24 00:16:27 EEST 2026","338","Wallets Module","Wallets Tests","com.apiautomation.tests.admin.wallets.AdminWalletsQueryApiTest","com.apiautomation.tests.admin.wallets.AdminWalletsQueryApiTest","security_noToken_returns401","security_noToken_returns401","Unauthenticated request to filtered list returns 401"
"passed","Sun May 24 00:11:05 EEST 2026","Sun May 24 00:11:07 EEST 2026","1170","Subscriptions Module","Subscriptions Tests","com.apiautomation.tests.admin.subscriptions.AdminCancelSubscriptionApiTest","com.apiautomation.tests.admin.subscriptions.AdminCancelSubscriptionApiTest","cancelSubscription_activeDetail_showsImpactSummaryBeforeConfirm","cancelSubscription_activeDetail_showsImpactSummaryBeforeConfirm","Before cancel confirm: GET detail exposes cancellation_impact and can_cancel for active subscription"
"passed","Sun May 24 00:13:40 EEST 2026","Sun May 24 00:13:41 EEST 2026","331","Transactions Module","Transactions Tests","com.apiautomation.tests.admin.transactions.AdminTransactionsExportApiTest","com.apiautomation.tests.admin.transactions.AdminTransactionsExportApiTest","security_noToken","security_noToken","No token returns 401"
"passed","Sun May 24 00:16:24 EEST 2026","Sun May 24 00:16:25 EEST 2026","511","Wallets Module","Wallets Tests","com.apiautomation.tests.admin.wallets.AdminWalletsQueryApiTest","com.apiautomation.tests.admin.wallets.AdminWalletsQueryApiTest","search_specialCharacters_doesNotCauseServerError","search_specialCharacters_doesNotCauseServerError","Search with special characters does not cause 500"
"passed","Sun May 24 00:13:49 EEST 2026","Sun May 24 00:13:49 EEST 2026","468","Transactions Module","Transactions Tests","com.apiautomation.tests.admin.transactions.AdminTransactionsQueryApiTest","com.apiautomation.tests.admin.transactions.AdminTransactionsQueryApiTest","sorting_validFields_returnSortedData","sorting_validFields_returnSortedData","Each supported sort field works in ASC and DESC"
"passed","Sun May 24 00:09:38 EEST 2026","Sun May 24 00:09:38 EEST 2026","674","Plans Module","Plans Tests","com.apiautomation.tests.admin.plans.AdminPlanToggleStatusApiTest","com.apiautomation.tests.admin.plans.AdminPlanToggleStatusApiTest","toggleStatus_emptyBody_returns422","toggleStatus_emptyBody_returns422","Empty body returns 422"
"passed","Sun May 24 00:16:18 EEST 2026","Sun May 24 00:16:18 EEST 2026","447","Wallets Module","Wallets Tests","com.apiautomation.tests.admin.wallets.AdminWalletsQueryApiTest","com.apiautomation.tests.admin.wallets.AdminWalletsQueryApiTest","sorting_sqlInjection_doesNotCauseServerError","sorting_sqlInjection_doesNotCauseServerError","SQL injection in sort parameter must not cause 500"
"passed","Sun May 24 00:17:04 EEST 2026","Sun May 24 00:17:05 EEST 2026","430","Payment Issues Module","Payment Issues Tests","com.apiautomation.tests.admin.paymentissues.AdminPaymentIssuesQueryApiTest","com.apiautomation.tests.admin.paymentissues.AdminPaymentIssuesQueryApiTest","pagination_invalidPerPage_handledGracefully","pagination_invalidPerPage_handledGracefully","Invalid perPage values return 200 with fallback or 400/422"
"passed","Sun May 24 00:12:37 EEST 2026","Sun May 24 00:12:37 EEST 2026","507","Subscriptions Module","Subscriptions Tests","com.apiautomation.tests.admin.subscriptions.AdminSubscriptionsQueryApiTest","com.apiautomation.tests.admin.subscriptions.AdminSubscriptionsQueryApiTest","edge_perPageZero_handled","edge_perPageZero_handled","perPage=0 handled"
"passed","Sun May 24 00:14:15 EEST 2026","Sun May 24 00:14:15 EEST 2026","400","Transactions Module","Transactions Tests","com.apiautomation.tests.admin.transactions.AdminTransactionsSummaryApiTest","com.apiautomation.tests.admin.transactions.AdminTransactionsSummaryApiTest","sorting_allFieldsAccepted","sorting_allFieldsAccepted","Each supported sort field is accepted on summary endpoint"
"passed","Sun May 24 00:12:26 EEST 2026","Sun May 24 00:12:26 EEST 2026","569","Subscriptions Module","Subscriptions Tests","com.apiautomation.tests.admin.subscriptions.AdminSubscriptionsQueryApiTest","com.apiautomation.tests.admin.subscriptions.AdminSubscriptionsQueryApiTest","filtering_byCountryId_handled","filtering_byCountryId_handled","country_id filter (Egypt id=65)"
"passed","Sun May 24 00:12:39 EEST 2026","Sun May 24 00:12:40 EEST 2026","542","Subscriptions Module","Subscriptions Tests","com.apiautomation.tests.admin.subscriptions.AdminSubscriptionsQueryApiTest","com.apiautomation.tests.admin.subscriptions.AdminSubscriptionsQueryApiTest","performance_listWithinSla","performance_listWithinSla","List response within SLA"
"passed","Sun May 24 00:10:37 EEST 2026","Sun May 24 00:10:38 EEST 2026","501","Plan Features Module","Plan Features Tests","com.apiautomation.tests.admin.planfeatures.AdminPlanFeatureCreateApiTest","com.apiautomation.tests.admin.planfeatures.AdminPlanFeatureCreateApiTest","createFeature_invalidToken_returnsUnauthorized","createFeature_invalidToken_returnsUnauthorized","Create with invalid token returns 400 or 401"
"passed","Sun May 24 00:17:23 EEST 2026","Sun May 24 00:17:23 EEST 2026","414","Payment Issues Module","Payment Issues Tests","com.apiautomation.tests.admin.paymentissues.AdminPaymentIssuesSummaryApiTest","com.apiautomation.tests.admin.paymentissues.AdminPaymentIssuesSummaryApiTest","sorting_allFieldsAccepted","sorting_allFieldsAccepted","Postman: each sort field accepted on summary endpoint"
"passed","Sun May 24 00:17:27 EEST 2026","Sun May 24 00:17:27 EEST 2026","440","Payment Issues Module","Payment Issues Tests","com.apiautomation.tests.admin.paymentissues.AdminPaymentIssuesSummaryApiTest","com.apiautomation.tests.admin.paymentissues.AdminPaymentIssuesSummaryApiTest","filtering_byType","filtering_byType","filter[type] for each supported issue type"
"passed","Sun May 24 00:17:09 EEST 2026","Sun May 24 00:17:09 EEST 2026","396","Payment Issues Module","Payment Issues Tests","com.apiautomation.tests.admin.paymentissues.AdminPaymentIssuesQueryApiTest","com.apiautomation.tests.admin.paymentissues.AdminPaymentIssuesQueryApiTest","filtering_byStatus_returnsMatchingRecords","filtering_byStatus_returnsMatchingRecords","US-3.9: filter[status] — failed or pending transaction status"
"passed","Sun May 24 00:13:30 EEST 2026","Sun May 24 00:13:31 EEST 2026","393","Transactions Module","Transactions Tests","com.apiautomation.tests.admin.transactions.AdminTransactionsExportApiTest","com.apiautomation.tests.admin.transactions.AdminTransactionsExportApiTest","filtering_byType","filtering_byType","filter[type] — CSV Type column matches when rows exist"
"passed","Sun May 24 00:11:11 EEST 2026","Sun May 24 00:11:11 EEST 2026","534","Subscriptions Module","Subscriptions Tests","com.apiautomation.tests.admin.subscriptions.AdminCancelSubscriptionApiTest","com.apiautomation.tests.admin.subscriptions.AdminCancelSubscriptionApiTest","cancelSubscription_nonExistentSubscription_returns404","cancelSubscription_nonExistentSubscription_returns404","Non-existent subscription_id returns 404"
"passed","Sun May 24 00:13:23 EEST 2026","Sun May 24 00:13:24 EEST 2026","555","Transactions Module","Transactions Tests","com.apiautomation.tests.admin.transactions.AdminTransactionsExportApiTest","com.apiautomation.tests.admin.transactions.AdminTransactionsExportApiTest","sorting_allFieldsAccepted","sorting_allFieldsAccepted","Each sort field is accepted on export endpoint"
"passed","Sun May 24 00:15:39 EEST 2026","Sun May 24 00:15:40 EEST 2026","390","Refunds Module","Refunds Tests","com.apiautomation.tests.admin.refunds.AdminRefundsSummaryApiTest","com.apiautomation.tests.admin.refunds.AdminRefundsSummaryApiTest","filtering_invalidStoreId","filtering_invalidStoreId","Invalid store_id values"
"passed","Sun May 24 00:14:56 EEST 2026","Sun May 24 00:14:57 EEST 2026","402","Refunds Module","Refunds Tests","com.apiautomation.tests.admin.refunds.AdminRefundByIdApiTest","com.apiautomation.tests.admin.refunds.AdminRefundByIdApiTest","showRefund_noToken_returns401","showRefund_noToken_returns401","Missing token returns 401"
"skipped","Sun May 24 00:15:50 EEST 2026","Sun May 24 00:15:50 EEST 2026","1","Wallets Module","Wallets Tests","com.apiautomation.tests.admin.wallets.AdminWalletAdjustApiTest","com.apiautomation.tests.admin.wallets.AdminWalletAdjustApiTest","adjust_increase_postmanExample","adjust_increase_postmanExample","Postman: increase 500 SAR — schema, math, and wallet detail consistency"
"passed","Sun May 24 00:15:48 EEST 2026","Sun May 24 00:15:48 EEST 2026","394","Wallets Module","Wallets Tests","com.apiautomation.tests.admin.wallets.AdminWalletAdjustApiTest","com.apiautomation.tests.admin.wallets.AdminWalletAdjustApiTest","adjust_reasonTooShort_returns422","adjust_reasonTooShort_returns422","Reason shorter than 3 characters returns 422"
"passed","Sun May 24 00:17:16 EEST 2026","Sun May 24 00:17:17 EEST 2026","432","Payment Issues Module","Payment Issues Tests","com.apiautomation.tests.admin.paymentissues.AdminPaymentIssuesQueryApiTest","com.apiautomation.tests.admin.paymentissues.AdminPaymentIssuesQueryApiTest","search_noMatches_returnsEmptyList","search_noMatches_returnsEmptyList","Search with no matches returns empty data array"
"passed","Sun May 24 00:15:16 EEST 2026","Sun May 24 00:15:17 EEST 2026","380","Refunds Module","Refunds Tests","com.apiautomation.tests.admin.refunds.AdminRefundsQueryApiTest","com.apiautomation.tests.admin.refunds.AdminRefundsQueryApiTest","search_veryLongString_handled","search_veryLongString_handled","Very long search string is handled without server error"
"passed","Sun May 24 00:13:46 EEST 2026","Sun May 24 00:13:47 EEST 2026","424","Transactions Module","Transactions Tests","com.apiautomation.tests.admin.transactions.AdminTransactionsQueryApiTest","com.apiautomation.tests.admin.transactions.AdminTransactionsQueryApiTest","pagination_invalidPerPage_handledGracefully","pagination_invalidPerPage_handledGracefully","Invalid perPage values return 200 with fallback or 400/422"
"passed","Sun May 24 00:15:59 EEST 2026","Sun May 24 00:16:00 EEST 2026","1143","Wallets Module","Wallets Tests","com.apiautomation.tests.admin.wallets.AdminWalletByIdApiTest","com.apiautomation.tests.admin.wallets.AdminWalletByIdApiTest","showWallet_dynamicId_matchesListData","showWallet_dynamicId_matchesListData","Each list wallet ID returns detail matching list data"
"passed","Sun May 24 00:11:53 EEST 2026","Sun May 24 00:11:54 EEST 2026","427","Subscriptions Module","Subscriptions Tests","com.apiautomation.tests.admin.subscriptions.AdminSubscriptionsCountApiTest","com.apiautomation.tests.admin.subscriptions.AdminSubscriptionsCountApiTest","counts_filterByBranchesUsedRange","counts_filterByBranchesUsedRange","branches_used_min/max filter"
"passed","Sun May 24 00:17:33 EEST 2026","Sun May 24 00:17:34 EEST 2026","445","Payment Issues Module","Payment Issues Tests","com.apiautomation.tests.admin.paymentissues.AdminPaymentIssuesSummaryApiTest","com.apiautomation.tests.admin.paymentissues.AdminPaymentIssuesSummaryApiTest","combined_postmanFiltersExample","combined_postmanFiltersExample","Postman: sort + type + payment_method + status + dates + search"
"passed","Sun May 24 00:14:51 EEST 2026","Sun May 24 00:14:52 EEST 2026","412","Refunds Module","Refunds Tests","com.apiautomation.tests.admin.refunds.AdminRefundByIdApiTest","com.apiautomation.tests.admin.refunds.AdminRefundByIdApiTest","showRefund_dynamicId_matchesListData","showRefund_dynamicId_matchesListData","Each list refund ID returns detail matching list data"
"passed","Sun May 24 00:16:06 EEST 2026","Sun May 24 00:16:07 EEST 2026","431","Wallets Module","Wallets Tests","com.apiautomation.tests.admin.wallets.AdminWalletByIdApiTest","com.apiautomation.tests.admin.wallets.AdminWalletByIdApiTest","showWallet_veryLargeId_returns404","showWallet_veryLargeId_returns404","Very large ID returns 404"
"passed","Sun May 24 00:11:16 EEST 2026","Sun May 24 00:11:17 EEST 2026","1261","Subscriptions Module","Subscriptions Tests","com.apiautomation.tests.admin.subscriptions.AdminPreviewPlanChangeApiTest","com.apiautomation.tests.admin.subscriptions.AdminPreviewPlanChangeApiTest","previewPlanChange_postmanExample_returns200","previewPlanChange_postmanExample_returns200","US-2.8 upgrade: preview shows price/capacity diff (plan, country, currency, cycle)"
"passed","Sun May 24 00:08:50 EEST 2026","Sun May 24 00:08:51 EEST 2026","1081","Plans Module","Plans Tests","com.apiautomation.tests.admin.plans.AdminPlanReorderApiTest","com.apiautomation.tests.admin.plans.AdminPlanReorderApiTest","reorder_validationWithinSla","reorder_validationWithinSla","Validation response within SLA"
"passed","Sun May 24 00:11:07 EEST 2026","Sun May 24 00:11:08 EEST 2026","645","Subscriptions Module","Subscriptions Tests","com.apiautomation.tests.admin.subscriptions.AdminCancelSubscriptionApiTest","com.apiautomation.tests.admin.subscriptions.AdminCancelSubscriptionApiTest","cancelSubscription_missingReason_returns422","cancelSubscription_missingReason_returns422","Cancel without reason returns 422"
"passed","Sun May 24 00:17:04 EEST 2026","Sun May 24 00:17:04 EEST 2026","413","Payment Issues Module","Payment Issues Tests","com.apiautomation.tests.admin.paymentissues.AdminPaymentIssuesQueryApiTest","com.apiautomation.tests.admin.paymentissues.AdminPaymentIssuesQueryApiTest","pagination_invalidPerPage_handledGracefully","pagination_invalidPerPage_handledGracefully","Invalid perPage values return 200 with fallback or 400/422"
"passed","Sun May 24 00:15:38 EEST 2026","Sun May 24 00:15:38 EEST 2026","360","Refunds Module","Refunds Tests","com.apiautomation.tests.admin.refunds.AdminRefundsSummaryApiTest","com.apiautomation.tests.admin.refunds.AdminRefundsSummaryApiTest","filtering_invalidType","filtering_invalidType","Invalid type returns 422 or 200"
"passed","Sun May 24 00:10:34 EEST 2026","Sun May 24 00:10:37 EEST 2026","3300","Plan Features Module","Plan Features Tests","com.apiautomation.tests.admin.planfeatures.AdminPlanFeatureCreateApiTest","com.apiautomation.tests.admin.planfeatures.AdminPlanFeatureCreateApiTest","createFeature_invalidFeatureType_returnsError","createFeature_invalidFeatureType_returnsError","Invalid feature_type returns 422 or 400"
"passed","Sun May 24 00:11:51 EEST 2026","Sun May 24 00:11:52 EEST 2026","424","Subscriptions Module","Subscriptions Tests","com.apiautomation.tests.admin.subscriptions.AdminSubscriptionsCountApiTest","com.apiautomation.tests.admin.subscriptions.AdminSubscriptionsCountApiTest","counts_filterByCountryId","counts_filterByCountryId","country_id filter"
"passed","Sun May 24 00:12:07 EEST 2026","Sun May 24 00:12:07 EEST 2026","516","Subscriptions Module","Subscriptions Tests","com.apiautomation.tests.admin.subscriptions.AdminSubscriptionsExportApiTest","com.apiautomation.tests.admin.subscriptions.AdminSubscriptionsExportApiTest","export_filterByBillingCycle","export_filterByBillingCycle","billing_cycle=monthly|yearly"
"passed","Sun May 24 00:09:35 EEST 2026","Sun May 24 00:09:35 EEST 2026","558","Plans Module","Plans Tests","com.apiautomation.tests.admin.plans.AdminPlansQueryApiTest","com.apiautomation.tests.admin.plans.AdminPlansQueryApiTest","security_invalidToken_returnsUnauthorized","security_invalidToken_returnsUnauthorized","List with invalid token returns 400 or 401"
"passed","Sun May 24 00:11:24 EEST 2026","Sun May 24 00:11:25 EEST 2026","421","Subscriptions Module","Subscriptions Tests","com.apiautomation.tests.admin.subscriptions.AdminPreviewPlanChangeApiTest","com.apiautomation.tests.admin.subscriptions.AdminPreviewPlanChangeApiTest","previewPlanChange_sqlInjectionId_safe","previewPlanChange_sqlInjectionId_safe","SQL injection in path id does not cause 500"
"passed","Sun May 24 00:16:45 EEST 2026","Sun May 24 00:16:46 EEST 2026","509","Payment Issues Module","Payment Issues Tests","com.apiautomation.tests.admin.paymentissues.AdminPaymentIssuesExportApiTest","com.apiautomation.tests.admin.paymentissues.AdminPaymentIssuesExportApiTest","sorting_invalidField_handled","sorting_invalidField_handled","Invalid sort field handled without 500"
"passed","Sun May 24 00:13:43 EEST 2026","Sun May 24 00:13:43 EEST 2026","510","Transactions Module","Transactions Tests","com.apiautomation.tests.admin.transactions.AdminTransactionsQueryApiTest","com.apiautomation.tests.admin.transactions.AdminTransactionsQueryApiTest","pagination_defaultList_returnsMetaAndData","pagination_defaultList_returnsMetaAndData","Default list returns pagination metadata and data array"
"passed","Sun May 24 00:14:04 EEST 2026","Sun May 24 00:14:05 EEST 2026","377","Transactions Module","Transactions Tests","com.apiautomation.tests.admin.transactions.AdminTransactionsQueryApiTest","com.apiautomation.tests.admin.transactions.AdminTransactionsQueryApiTest","filtering_invertedAmountRange_handled","filtering_invertedAmountRange_handled","amount_min > amount_max returns 422 or empty"
"passed","Sun May 24 00:15:50 EEST 2026","Sun May 24 00:15:50 EEST 2026","403","Wallets Module","Wallets Tests","com.apiautomation.tests.admin.wallets.AdminWalletAdjustApiTest","com.apiautomation.tests.admin.wallets.AdminWalletAdjustApiTest","adjust_validationWithinSla","adjust_validationWithinSla","Invalid type response within SLA"
"passed","Sun May 24 00:14:22 EEST 2026","Sun May 24 00:14:23 EEST 2026","1007","Transactions Module","Transactions Tests","com.apiautomation.tests.admin.transactions.AdminTransactionsSummaryApiTest","com.apiautomation.tests.admin.transactions.AdminTransactionsSummaryApiTest","filtering_byStatus","filtering_byStatus","filter[status] for each supported status"
"passed","Sun May 24 00:12:52 EEST 2026","Sun May 24 00:12:52 EEST 2026","336","Transactions Module","Transactions Tests","com.apiautomation.tests.admin.transactions.AdminTransactionByIdApiTest","com.apiautomation.tests.admin.transactions.AdminTransactionByIdApiTest","showTransaction_invalidToken_returns401","showTransaction_invalidToken_returns401","Invalid token returns 401"
"passed","Sun May 24 00:16:29 EEST 2026","Sun May 24 00:16:29 EEST 2026","419","Wallets Module","Wallets Tests","com.apiautomation.tests.admin.wallets.AdminWalletsSummaryApiTest","com.apiautomation.tests.admin.wallets.AdminWalletsSummaryApiTest","shouldReturn200WithDefaultSummary","shouldReturn200WithDefaultSummary","Default summary returns 200 with walletable breakdown (total, user, branch, store)"
"passed","Sun May 24 00:13:40 EEST 2026","Sun May 24 00:13:40 EEST 2026","402","Transactions Module","Transactions Tests","com.apiautomation.tests.admin.transactions.AdminTransactionsExportApiTest","com.apiautomation.tests.admin.transactions.AdminTransactionsExportApiTest","combined_allFilters","combined_allFilters","All filters combined"
"passed","Sun May 24 00:16:42 EEST 2026","Sun May 24 00:16:42 EEST 2026","519","Payment Issues Module","Payment Issues Tests","com.apiautomation.tests.admin.paymentissues.AdminPaymentIssuesExportApiTest","com.apiautomation.tests.admin.paymentissues.AdminPaymentIssuesExportApiTest","sorting_allFieldsAccepted","sorting_allFieldsAccepted","Each sort field is accepted on export endpoint"
"passed","Sun May 24 00:11:13 EEST 2026","Sun May 24 00:11:13 EEST 2026","587","Plan Features Module","Plan Features Tests","com.apiautomation.tests.admin.planfeatures.AdminPlanFeatureUpdateApiTest","com.apiautomation.tests.admin.planfeatures.AdminPlanFeatureUpdateApiTest","updateFeature_notFoundWithinSla","updateFeature_notFoundWithinSla","PUT 404 within SLA"
"skipped","Sun May 24 00:10:47 EEST 2026","Sun May 24 00:10:47 EEST 2026","9","Plan Features Module","Plan Features Tests","com.apiautomation.tests.admin.planfeatures.AdminPlanFeatureDeleteApiTest","com.apiautomation.tests.admin.planfeatures.AdminPlanFeatureDeleteApiTest","deleteFeature_postmanDynamicFeatureId_success","deleteFeature_postmanDynamicFeatureId_success","Postman: DELETE /plan-features/{{feature_id}} — orphan from list, else create then delete"
"passed","Sun May 24 00:12:52 EEST 2026","Sun May 24 00:12:52 EEST 2026","354","Transactions Module","Transactions Tests","com.apiautomation.tests.admin.transactions.AdminTransactionByIdApiTest","com.apiautomation.tests.admin.transactions.AdminTransactionByIdApiTest","showTransaction_noToken_returns401","showTransaction_noToken_returns401","Missing token returns 401"
"passed","Sun May 24 00:14:04 EEST 2026","Sun May 24 00:14:04 EEST 2026","388","Transactions Module","Transactions Tests","com.apiautomation.tests.admin.transactions.AdminTransactionsQueryApiTest","com.apiautomation.tests.admin.transactions.AdminTransactionsQueryApiTest","filtering_byProviderId_returnsScopedResults","filtering_byProviderId_returnsScopedResults","filter[provider_id] scopes results to provider"
"passed","Sun May 24 00:14:47 EEST 2026","Sun May 24 00:14:47 EEST 2026","437","Refunds Module","Refunds Tests","com.apiautomation.tests.admin.refunds.AdminRefundByIdApiTest","com.apiautomation.tests.admin.refunds.AdminRefundByIdApiTest","showRefund_dynamicId_matchesListData","showRefund_dynamicId_matchesListData","Each list refund ID returns detail matching list data"
"passed","Sun May 24 00:13:59 EEST 2026","Sun May 24 00:14:00 EEST 2026","607","Transactions Module","Transactions Tests","com.apiautomation.tests.admin.transactions.AdminTransactionsQueryApiTest","com.apiautomation.tests.admin.transactions.AdminTransactionsQueryApiTest","filtering_byType_returnsMatchingRecords","filtering_byType_returnsMatchingRecords","filter[type] returns only matching transaction type when data exists"
"passed","Sun May 24 00:17:01 EEST 2026","Sun May 24 00:17:02 EEST 2026","464","Payment Issues Module","Payment Issues Tests","com.apiautomation.tests.admin.paymentissues.AdminPaymentIssuesQueryApiTest","com.apiautomation.tests.admin.paymentissues.AdminPaymentIssuesQueryApiTest","pagination_defaultList_returnsMetaAndData","pagination_defaultList_returnsMetaAndData","US-3.9: default list returns pagination metadata and payment issues"
"passed","Sun May 24 00:12:02 EEST 2026","Sun May 24 00:12:02 EEST 2026","597","Subscriptions Module","Subscriptions Tests","com.apiautomation.tests.admin.subscriptions.AdminSubscriptionsExportApiTest","com.apiautomation.tests.admin.subscriptions.AdminSubscriptionsExportApiTest","export_postmanTabAll_returnsCsv","export_postmanTabAll_returnsCsv","Postman: tab=all export returns CSV attachment with header and data"
"passed","Sun May 24 00:12:48 EEST 2026","Sun May 24 00:12:48 EEST 2026","496","Transactions Module","Transactions Tests","com.apiautomation.tests.admin.transactions.AdminTransactionByIdApiTest","com.apiautomation.tests.admin.transactions.AdminTransactionByIdApiTest","showTransaction_dynamicId_matchesListData","showTransaction_dynamicId_matchesListData","Each list transaction ID returns detail matching list data"
"passed","Sun May 24 00:16:40 EEST 2026","Sun May 24 00:16:41 EEST 2026","583","Payment Issues Module","Payment Issues Tests","com.apiautomation.tests.admin.paymentissues.AdminPaymentIssuesExportApiTest","com.apiautomation.tests.admin.paymentissues.AdminPaymentIssuesExportApiTest","shouldExportCsvWithUserStoryColumns","shouldExportCsvWithUserStoryColumns","US-3.9: filtered export returns CSV with user-story columns"
"passed","Sun May 24 00:11:30 EEST 2026","Sun May 24 00:11:30 EEST 2026","406","Subscriptions Module","Subscriptions Tests","com.apiautomation.tests.admin.subscriptions.AdminSubscriptionByIdApiTest","com.apiautomation.tests.admin.subscriptions.AdminSubscriptionByIdApiTest","showSubscription_nonExistentId_returns404","showSubscription_nonExistentId_returns404","Non-existent subscription_id returns 404"
"passed","Sun May 24 00:16:54 EEST 2026","Sun May 24 00:16:57 EEST 2026","2406","Payment Issues Module","Payment Issues Tests","com.apiautomation.tests.admin.paymentissues.AdminPaymentIssuesExportApiTest","com.apiautomation.tests.admin.paymentissues.AdminPaymentIssuesExportApiTest","filtering_byDateRange","filtering_byDateRange","filter[date_from] and filter[date_to]"
"passed","Sun May 24 00:17:26 EEST 2026","Sun May 24 00:17:26 EEST 2026","429","Payment Issues Module","Payment Issues Tests","com.apiautomation.tests.admin.paymentissues.AdminPaymentIssuesSummaryApiTest","com.apiautomation.tests.admin.paymentissues.AdminPaymentIssuesSummaryApiTest","filtering_byType","filtering_byType","filter[type] for each supported issue type"
"passed","Sun May 24 00:12:14 EEST 2026","Sun May 24 00:12:14 EEST 2026","349","Subscriptions Module","Subscriptions Tests","com.apiautomation.tests.admin.subscriptions.AdminSubscriptionsExportApiTest","com.apiautomation.tests.admin.subscriptions.AdminSubscriptionsExportApiTest","export_security_noToken","export_security_noToken","Export without token returns 401"
"passed","Sun May 24 00:16:10 EEST 2026","Sun May 24 00:16:11 EEST 2026","821","Wallets Module","Wallets Tests","com.apiautomation.tests.admin.wallets.AdminWalletByIdApiTest","com.apiautomation.tests.admin.wallets.AdminWalletByIdApiTest","showWallet_idExistsInFreshList","showWallet_idExistsInFreshList","ID returned from detail exists in a fresh list call"
"passed","Sun May 24 00:11:24 EEST 2026","Sun May 24 00:11:24 EEST 2026","429","Subscriptions Module","Subscriptions Tests","com.apiautomation.tests.admin.subscriptions.AdminPreviewPlanChangeApiTest","com.apiautomation.tests.admin.subscriptions.AdminPreviewPlanChangeApiTest","previewPlanChange_invalidToken_returnsUnauthorized","previewPlanChange_invalidToken_returnsUnauthorized","Preview with invalid token returns 400 or 401"
"passed","Sun May 24 00:12:33 EEST 2026","Sun May 24 00:12:33 EEST 2026","515","Subscriptions Module","Subscriptions Tests","com.apiautomation.tests.admin.subscriptions.AdminSubscriptionsQueryApiTest","com.apiautomation.tests.admin.subscriptions.AdminSubscriptionsQueryApiTest","search_specialCharacters_safe","search_specialCharacters_safe","search special characters do not cause 500"
"failed","Sun May 24 00:17:33 EEST 2026","Sun May 24 00:17:33 EEST 2026","401","Payment Issues Module","Payment Issues Tests","com.apiautomation.tests.admin.paymentissues.AdminPaymentIssuesSummaryApiTest","com.apiautomation.tests.admin.paymentissues.AdminPaymentIssuesSummaryApiTest","filtering_invertedDateRange","filtering_invertedDateRange","Inverted date range returns 422"
"passed","Sun May 24 00:12:53 EEST 2026","Sun May 24 00:12:53 EEST 2026","431","Transactions Module","Transactions Tests","com.apiautomation.tests.admin.transactions.AdminTransactionByIdApiTest","com.apiautomation.tests.admin.transactions.AdminTransactionByIdApiTest","showTransaction_withinSla","showTransaction_withinSla","Show transaction responds within SLA"
"passed","Sun May 24 00:10:45 EEST 2026","Sun May 24 00:10:45 EEST 2026","520","Plan Features Module","Plan Features Tests","com.apiautomation.tests.admin.planfeatures.AdminPlanFeatureDeleteApiTest","com.apiautomation.tests.admin.planfeatures.AdminPlanFeatureDeleteApiTest","deleteFeature_veryLargeId_returns404","deleteFeature_veryLargeId_returns404","DELETE very large feature_id returns 404"
"passed","Sun May 24 00:14:24 EEST 2026","Sun May 24 00:14:24 EEST 2026","452","Transactions Module","Transactions Tests","com.apiautomation.tests.admin.transactions.AdminTransactionsSummaryApiTest","com.apiautomation.tests.admin.transactions.AdminTransactionsSummaryApiTest","filtering_searchNoMatch_returnsZeros","filtering_searchNoMatch_returnsZeros","filter[search] with no matches returns zeros"
"passed","Sun May 24 00:15:08 EEST 2026","Sun May 24 00:15:09 EEST 2026","482","Refunds Module","Refunds Tests","com.apiautomation.tests.admin.refunds.AdminRefundsQueryApiTest","com.apiautomation.tests.admin.refunds.AdminRefundsQueryApiTest","filtering_byStatus_returnsMatchingRecords","filtering_byStatus_returnsMatchingRecords","filter[status] returns only matching status when data exists"
"passed","Sun May 24 00:09:21 EEST 2026","Sun May 24 00:09:24 EEST 2026","2601","Plans Module","Plans Tests","com.apiautomation.tests.admin.plans.AdminPlansQueryApiTest","com.apiautomation.tests.admin.plans.AdminPlansQueryApiTest","filtering_byStatus_returnsMatchingRecords","filtering_byStatus_returnsMatchingRecords","filter[status] returns only matching status when data exists"
"passed","Sun May 24 00:14:22 EEST 2026","Sun May 24 00:14:22 EEST 2026","489","Transactions Module","Transactions Tests","com.apiautomation.tests.admin.transactions.AdminTransactionsSummaryApiTest","com.apiautomation.tests.admin.transactions.AdminTransactionsSummaryApiTest","filtering_byStatus","filtering_byStatus","filter[status] for each supported status"
"passed","Sun May 24 00:11:22 EEST 2026","Sun May 24 00:11:23 EEST 2026","453","Subscriptions Module","Subscriptions Tests","com.apiautomation.tests.admin.subscriptions.AdminPreviewPlanChangeApiTest","com.apiautomation.tests.admin.subscriptions.AdminPreviewPlanChangeApiTest","previewPlanChange_nonExistentSubscription_returns404","previewPlanChange_nonExistentSubscription_returns404","Non-existent subscription_id returns 404"
"passed","Sun May 24 00:11:12 EEST 2026","Sun May 24 00:11:13 EEST 2026","473","Subscriptions Module","Subscriptions Tests","com.apiautomation.tests.admin.subscriptions.AdminCancelSubscriptionApiTest","com.apiautomation.tests.admin.subscriptions.AdminCancelSubscriptionApiTest","cancelSubscription_sqlInjectionId_safe","cancelSubscription_sqlInjectionId_safe","SQL injection in path id does not cause 500"
